timestamp,sbe_receive_time_us,orderbook_update_time_us,arbitrage_detection_time_us,total_processing_time_us,updates_processed,opportunities_found,best_profit_percentage,avg_profit_percentage,symbol
2025-05-18 23:50:22.937,0,24,0,24,1,0,0,0,USDCUSDT
2025-05-18 23:50:23.037,0,32,0,32,1,0,0,0,USDCUSDT
2025-05-18 23:50:23.237,0,33,0,33,1,0,0,0,USDCUSDT
2025-05-18 23:50:23.295,0,11,0,11,1,0,0,0,PAXGUSDC
2025-05-18 23:50:23.337,0,36,0,37,1,0,0,0,USDCUSDT
2025-05-18 23:50:23.437,0,15,0,15,1,0,0,0,USDCUSDT
2025-05-18 23:50:23.540,0,42,0,42,1,0,0,0,USDCUSDT
2025-05-18 23:50:23.638,0,52,0,53,1,0,0,0,USDCUSDT
2025-05-18 23:50:23.688,0,68,0,69,1,0,0,0,PAXGUSDT
2025-05-18 23:50:23.738,0,89,0,89,1,0,0,0,USDCUSDT
2025-05-18 23:50:23.788,0,54,0,55,1,0,0,0,PAXGUSDT
2025-05-18 23:50:23.888,0,64,0,64,1,0,0,0,PAXGUSDT
2025-05-18 23:50:23.899,0,64,0,65,1,0,0,0,PAXGUSDC
2025-05-18 23:50:23.938,0,59,0,60,1,0,0,0,USDCUSDT
2025-05-18 23:50:23.996,0,40,0,40,1,0,0,0,PAXGUSDC
2025-05-18 23:50:24.038,0,50,0,50,1,0,0,0,USDCUSDT
2025-05-18 23:50:24.433,0,34,0,34,1,0,0,0,USDCUSDT
2025-05-18 23:50:24.950,0,93,0,93,1,0,0,0,USDCUSDT
2025-05-18 23:50:24.950,0,25,0,26,1,0,0,0,PAXGUSDT
2025-05-18 23:50:24.999,0,64,0,64,1,0,0,0,PAXGUSDC
2025-05-18 23:50:25.038,0,63,0,65,1,0,0,0,USDCUSDT
2025-05-18 23:50:25.088,0,65,0,65,1,0,0,0,PAXGUSDT
2025-05-18 23:50:25.097,0,24,0,25,1,0,0,0,PAXGUSDC
2025-05-18 23:50:25.138,0,37,0,37,1,0,0,0,USDCUSDT
2025-05-18 23:50:25.197,0,52,0,52,1,0,0,0,PAXGUSDC
2025-05-18 23:50:25.239,0,40,0,40,1,0,0,0,USDCUSDT
2025-05-18 23:50:25.289,0,49,0,49,1,0,0,0,PAXGUSDT
2025-05-18 23:50:25.295,0,22,0,22,1,0,0,0,PAXGUSDC
2025-05-18 23:50:25.438,0,48,0,49,1,0,0,0,USDCUSDT
2025-05-18 23:50:25.496,0,50,0,50,1,0,0,0,PAXGUSDC
2025-05-18 23:50:25.588,0,32,0,33,1,0,0,0,PAXGUSDT
2025-05-18 23:50:25.597,0,52,0,52,1,0,0,0,PAXGUSDC
2025-05-18 23:50:25.970,0,137,0,138,1,0,0,0,USDCUSDT
2025-05-18 23:50:26.138,0,57,0,57,1,0,0,0,USDCUSDT
2025-05-18 23:50:26.188,0,66,0,66,1,0,0,0,PAXGUSDT
2025-05-18 23:50:26.197,0,53,0,53,1,0,0,0,PAXGUSDC
2025-05-18 23:50:26.288,0,60,0,60,1,0,0,0,PAXGUSDT
2025-05-18 23:50:26.295,0,24,0,24,1,0,0,0,PAXGUSDC
2025-05-18 23:50:26.388,0,70,0,70,1,0,0,0,PAXGUSDT
2025-05-18 23:50:26.396,0,41,0,41,1,0,0,0,PAXGUSDC
2025-05-18 23:50:26.487,0,54,0,54,1,0,0,0,PAXGUSDT
2025-05-18 23:50:26.499,0,56,0,56,1,0,0,0,PAXGUSDC
2025-05-18 23:50:26.589,0,61,0,62,1,0,0,0,PAXGUSDT
2025-05-18 23:50:26.638,0,60,0,60,1,0,0,0,USDCUSDT
2025-05-18 23:50:26.687,0,45,0,46,1,0,0,0,PAXGUSDT
2025-05-18 23:50:26.789,0,61,0,61,1,0,0,0,PAXGUSDT
2025-05-18 23:50:26.838,0,58,0,58,1,0,0,0,USDCUSDT
2025-05-18 23:50:26.890,0,65,0,65,1,0,0,0,PAXGUSDT
2025-05-18 23:50:26.937,0,29,0,29,1,0,0,0,USDCUSDT
2025-05-18 23:50:27.088,0,66,0,66,1,0,0,0,PAXGUSDT
2025-05-18 23:50:27.239,0,66,0,67,1,0,0,0,USDCUSDT
2025-05-18 23:50:27.288,0,98,0,98,1,0,0,0,PAXGUSDT
2025-05-18 23:50:27.338,0,22,0,22,1,0,0,0,USDCUSDT
2025-05-18 23:50:27.395,0,38,0,39,1,0,0,0,PAXGUSDC
2025-05-18 23:50:27.438,0,67,0,67,1,0,0,0,USDCUSDT
2025-05-18 23:50:27.488,0,54,0,54,1,0,0,0,PAXGUSDT
2025-05-18 23:50:27.588,0,60,0,60,1,0,0,0,PAXGUSDT
2025-05-18 23:50:27.688,0,19,0,19,1,0,0,0,PAXGUSDT
2025-05-18 23:50:27.788,0,60,0,60,1,0,0,0,PAXGUSDT
2025-05-18 23:50:27.798,0,33,0,33,1,0,0,0,PAXGUSDC
2025-05-18 23:50:27.888,0,80,0,81,1,0,0,0,PAXGUSDT
2025-05-18 23:50:27.895,0,31,0,31,1,0,0,0,PAXGUSDC
2025-05-18 23:50:27.938,0,68,0,68,1,0,0,0,USDCUSDT
2025-05-18 23:50:28.088,0,61,0,62,1,0,0,0,PAXGUSDT
2025-05-18 23:50:28.188,0,70,0,71,1,0,0,0,PAXGUSDT
2025-05-18 23:50:28.198,0,39,0,39,1,0,0,0,PAXGUSDC
2025-05-18 23:50:28.241,0,60,0,60,1,0,0,0,USDCUSDT
2025-05-18 23:50:28.296,0,48,0,48,1,0,0,0,PAXGUSDC
2025-05-18 23:50:28.337,0,35,0,35,1,0,0,0,USDCUSDT
2025-05-18 23:50:28.388,0,42,0,42,1,0,0,0,PAXGUSDT
2025-05-18 23:50:28.738,0,71,0,72,1,0,0,0,PAXGUSDC
2025-05-18 23:50:28.788,0,56,0,57,1,0,0,0,PAXGUSDT
2025-05-18 23:50:28.838,0,57,0,58,1,0,0,0,USDCUSDT
2025-05-18 23:50:28.887,0,107,0,107,1,0,0,0,PAXGUSDT
2025-05-18 23:50:29.038,0,42,0,42,1,0,0,0,USDCUSDT
2025-05-18 23:50:29.087,0,52,0,53,1,0,0,0,PAXGUSDT
2025-05-18 23:50:29.097,0,34,0,34,1,0,0,0,PAXGUSDC
2025-05-18 23:50:29.237,0,17,0,17,1,0,0,0,USDCUSDT
2025-05-18 23:50:29.288,0,16,0,16,1,0,0,0,PAXGUSDT
2025-05-18 23:50:29.295,0,11,0,12,1,0,0,0,PAXGUSDC
2025-05-18 23:50:29.345,0,44,0,44,1,0,0,0,USDCUSDT
2025-05-18 23:50:29.387,0,23,0,23,1,0,0,0,PAXGUSDT
2025-05-18 23:50:29.588,0,72,0,73,1,0,0,0,PAXGUSDT
2025-05-18 23:50:29.597,0,37,0,37,1,0,0,0,PAXGUSDC
2025-05-18 23:50:29.687,0,25,0,25,1,0,0,0,PAXGUSDT
2025-05-18 23:50:29.738,0,62,0,62,1,0,0,0,USDCUSDT
2025-05-18 23:50:29.938,0,54,0,55,1,0,0,0,USDCUSDT
2025-05-18 23:50:29.996,0,59,0,60,1,0,0,0,PAXGUSDC
2025-05-18 23:50:30.088,0,69,0,70,1,0,0,0,PAXGUSDT
2025-05-18 23:50:30.138,0,62,0,62,1,0,0,0,USDCUSDT
2025-05-18 23:50:30.239,0,59,0,59,1,0,0,0,USDCUSDT
2025-05-18 23:50:30.289,0,72,0,73,1,0,0,0,PAXGUSDT
2025-05-18 23:50:30.391,0,92,0,92,1,0,0,0,PAXGUSDT
2025-05-18 23:50:30.395,0,32,0,32,1,0,0,0,PAXGUSDC
2025-05-18 23:50:30.487,0,49,0,50,1,0,0,0,PAXGUSDT
2025-05-18 23:50:30.538,0,53,0,53,1,0,0,0,USDCUSDT
2025-05-18 23:50:30.638,0,74,0,74,1,0,0,0,USDCUSDT
2025-05-18 23:50:30.694,0,96,0,97,1,0,0,0,PAXGUSDT
2025-05-18 23:50:30.792,0,53,0,54,1,0,0,0,PAXGUSDT
2025-05-18 23:50:30.837,0,27,0,27,1,0,0,0,USDCUSDT
2025-05-18 23:50:30.888,0,65,0,66,1,0,0,0,PAXGUSDT
2025-05-18 23:50:30.900,0,40,0,41,1,0,0,0,PAXGUSDC
2025-05-18 23:50:30.939,0,63,0,63,1,0,0,0,USDCUSDT
2025-05-18 23:50:31.038,0,46,0,46,1,0,0,0,USDCUSDT
2025-05-18 23:50:31.088,0,72,0,72,1,0,0,0,PAXGUSDT
2025-05-18 23:50:31.296,0,61,0,61,1,0,0,0,PAXGUSDC
2025-05-18 23:50:31.388,0,49,0,49,1,0,0,0,PAXGUSDT
2025-05-18 23:50:31.437,0,14,0,14,1,0,0,0,USDCUSDT
2025-05-18 23:50:31.497,0,34,0,34,1,0,0,0,PAXGUSDC
2025-05-18 23:50:31.696,0,40,0,41,1,0,0,0,PAXGUSDC
2025-05-18 23:50:31.787,0,81,0,81,1,0,0,0,PAXGUSDT
2025-05-18 23:50:31.837,0,65,0,66,1,0,0,0,USDCUSDT
2025-05-18 23:50:31.888,0,62,0,62,1,0,0,0,PAXGUSDT
2025-05-18 23:50:31.937,0,13,0,13,1,0,0,0,USDCUSDT
2025-05-18 23:50:32.187,0,41,0,41,1,0,0,0,PAXGUSDT
2025-05-18 23:50:32.195,0,40,0,40,1,0,0,0,PAXGUSDC
2025-05-18 23:50:32.287,0,11,0,11,1,0,0,0,PAXGUSDT
2025-05-18 23:50:32.294,0,8,0,8,1,0,0,0,PAXGUSDC
2025-05-18 23:50:32.337,0,18,0,18,1,0,0,0,USDCUSDT
2025-05-18 23:50:32.387,0,25,0,25,1,0,0,0,PAXGUSDT
2025-05-18 23:50:32.537,0,63,0,63,1,0,0,0,USDCUSDT
2025-05-18 23:50:32.588,0,79,0,79,1,0,0,0,PAXGUSDT
2025-05-18 23:50:32.599,0,62,0,62,1,0,0,0,PAXGUSDC
2025-05-18 23:50:32.788,0,57,0,57,1,0,0,0,PAXGUSDT
2025-05-18 23:50:32.798,0,42,0,42,1,0,0,0,PAXGUSDC
2025-05-18 23:50:32.838,0,279,0,280,1,0,0,0,USDCUSDT
2025-05-18 23:50:32.896,0,68,0,68,1,0,0,0,PAXGUSDC
2025-05-18 23:50:32.990,0,121,0,122,1,0,0,0,PAXGUSDT
2025-05-18 23:50:32.999,0,47,0,47,1,0,0,0,PAXGUSDC
2025-05-18 23:50:33.037,0,30,0,30,1,0,0,0,USDCUSDT
2025-05-18 23:50:33.095,0,34,0,34,1,0,0,0,PAXGUSDC
2025-05-18 23:50:33.142,0,60,0,60,1,0,0,0,USDCUSDT
2025-05-18 23:50:33.187,0,54,0,54,1,0,0,0,PAXGUSDT
2025-05-18 23:50:33.288,0,58,0,58,1,0,0,0,PAXGUSDT
2025-05-18 23:50:33.495,0,29,0,29,1,0,0,0,PAXGUSDC
2025-05-18 23:50:33.751,0,32,0,33,1,0,0,0,USDCUSDT
2025-05-18 23:50:33.896,0,63,0,64,1,0,0,0,PAXGUSDC
2025-05-18 23:50:33.937,0,61,0,62,1,0,0,0,USDCUSDT
2025-05-18 23:50:33.988,0,64,0,65,1,0,0,0,PAXGUSDT
2025-05-18 23:50:34.000,0,41,0,41,1,0,0,0,PAXGUSDC
2025-05-18 23:50:34.087,0,14,0,14,1,0,0,0,PAXGUSDT
2025-05-18 23:50:34.137,0,14,0,14,1,0,0,0,USDCUSDT
2025-05-18 23:50:34.238,0,18,0,18,1,0,0,0,USDCUSDT
2025-05-18 23:50:34.292,0,19,0,19,1,0,0,0,PAXGUSDT
2025-05-18 23:50:34.295,0,31,0,31,1,0,0,0,PAXGUSDC
2025-05-18 23:50:34.399,0,59,0,59,1,0,0,0,PAXGUSDC
2025-05-18 23:50:34.488,0,69,0,70,1,0,0,0,PAXGUSDT
2025-05-18 23:50:34.499,0,46,0,46,1,0,0,0,PAXGUSDC
2025-05-18 23:50:34.687,0,43,0,43,1,0,0,0,PAXGUSDT
2025-05-18 23:50:34.788,0,77,0,78,1,0,0,0,PAXGUSDT
2025-05-18 23:50:34.838,0,60,0,61,1,0,0,0,USDCUSDT
2025-05-18 23:50:34.888,0,78,0,79,1,0,0,0,PAXGUSDT
2025-05-18 23:50:34.938,0,65,0,65,1,0,0,0,USDCUSDT
2025-05-18 23:50:34.989,0,67,0,68,1,0,0,0,PAXGUSDT
2025-05-18 23:50:35.093,0,66,0,67,1,0,0,0,PAXGUSDT
2025-05-18 23:50:35.289,0,69,0,70,1,0,0,0,PAXGUSDT
2025-05-18 23:50:35.338,0,56,0,56,1,0,0,0,USDCUSDT
2025-05-18 23:50:35.389,0,81,0,81,1,0,0,0,PAXGUSDT
2025-05-18 23:50:35.537,0,50,0,51,1,0,0,0,USDCUSDT
2025-05-18 23:50:35.637,0,63,0,64,1,0,0,0,USDCUSDT
2025-05-18 23:50:35.737,0,47,0,48,1,0,0,0,USDCUSDT
2025-05-18 23:50:35.940,0,60,0,60,1,0,0,0,USDCUSDT
2025-05-18 23:50:36.038,0,60,0,60,1,0,0,0,USDCUSDT
2025-05-18 23:50:36.095,0,32,0,32,1,0,0,0,PAXGUSDC
2025-05-18 23:50:36.138,0,34,0,35,1,0,0,0,USDCUSDT
2025-05-18 23:50:36.237,0,9,0,9,1,0,0,0,USDCUSDT
2025-05-18 23:50:36.297,0,30,0,30,1,0,0,0,PAXGUSDC
2025-05-18 23:50:36.337,0,36,0,37,1,0,0,0,USDCUSDT
2025-05-18 23:50:36.387,0,40,0,40,1,0,0,0,PAXGUSDT
2025-05-18 23:50:36.495,0,38,0,38,1,0,0,0,PAXGUSDC
2025-05-18 23:50:36.587,0,28,0,29,1,0,0,0,PAXGUSDT
2025-05-18 23:50:36.787,0,64,0,64,1,0,0,0,PAXGUSDT
2025-05-18 23:50:36.842,0,24,0,24,1,0,0,0,USDCUSDT
2025-05-18 23:50:36.988,0,74,0,75,1,0,0,0,PAXGUSDT
2025-05-18 23:50:37.038,0,64,0,65,1,0,0,0,USDCUSDT
2025-05-18 23:50:37.088,0,52,0,53,1,0,0,0,PAXGUSDT
2025-05-18 23:50:37.288,0,69,0,69,1,0,0,0,PAXGUSDT
2025-05-18 23:50:37.488,0,80,0,81,1,0,0,0,PAXGUSDT
2025-05-18 23:50:37.540,0,74,0,74,1,0,0,0,USDCUSDT
2025-05-18 23:50:37.588,0,73,0,74,1,0,0,0,PAXGUSDT
2025-05-18 23:50:37.787,0,69,0,70,1,0,0,0,PAXGUSDT
2025-05-18 23:50:37.938,0,69,0,70,1,0,0,0,USDCUSDT
2025-05-18 23:50:37.988,0,80,0,80,1,0,0,0,PAXGUSDT
2025-05-18 23:50:38.038,0,59,0,60,1,0,0,0,USDCUSDT
2025-05-18 23:50:38.138,0,51,0,52,1,0,0,0,USDCUSDT
2025-05-18 23:50:38.188,0,75,0,76,1,0,0,0,PAXGUSDT
2025-05-18 23:50:38.238,0,61,0,61,1,0,0,0,USDCUSDT
2025-05-18 23:50:38.388,0,29,0,29,1,0,0,0,PAXGUSDT
2025-05-18 23:50:38.588,0,81,0,81,1,0,0,0,PAXGUSDT
2025-05-18 23:50:38.639,0,56,0,57,1,0,0,0,USDCUSDT
2025-05-18 23:50:38.737,0,36,0,36,1,0,0,0,USDCUSDT
2025-05-18 23:50:39.096,0,30,0,31,1,0,0,0,PAXGUSDC
2025-05-18 23:50:39.137,0,13,0,14,1,0,0,0,USDCUSDT
2025-05-18 23:50:39.196,0,10,0,10,1,0,0,0,PAXGUSDC
2025-05-18 23:50:39.237,0,15,0,15,1,0,0,0,USDCUSDT
2025-05-18 23:50:39.339,0,35,0,36,1,0,0,0,USDCUSDT
2025-05-18 23:50:39.388,0,67,0,67,1,0,0,0,PAXGUSDT
2025-05-18 23:50:39.537,0,74,0,74,1,0,0,0,USDCUSDT
2025-05-18 23:50:39.588,0,69,0,70,1,0,0,0,PAXGUSDT
2025-05-18 23:50:39.598,0,58,0,58,1,0,0,0,PAXGUSDC
2025-05-18 23:50:39.690,0,50,0,50,1,0,0,0,PAXGUSDT
2025-05-18 23:50:39.788,0,56,0,57,1,0,0,0,PAXGUSDT
2025-05-18 23:50:39.888,0,69,0,70,1,0,0,0,PAXGUSDT
2025-05-18 23:50:39.997,0,53,0,53,1,0,0,0,PAXGUSDC
2025-05-18 23:50:40.138,0,63,0,63,1,0,0,0,USDCUSDT
2025-05-18 23:50:40.188,0,54,0,54,1,0,0,0,PAXGUSDT
2025-05-18 23:50:40.238,0,64,0,65,1,0,0,0,USDCUSDT
2025-05-18 23:50:40.337,0,41,0,41,1,0,0,0,USDCUSDT
2025-05-18 23:50:40.487,0,21,0,21,1,0,0,0,PAXGUSDT
2025-05-18 23:50:40.538,0,16,0,16,1,0,0,0,USDCUSDT
2025-05-18 23:50:40.638,0,62,0,62,1,0,0,0,USDCUSDT
2025-05-18 23:50:40.688,0,69,0,70,1,0,0,0,PAXGUSDT
2025-05-18 23:50:40.838,0,61,0,61,1,0,0,0,USDCUSDT
2025-05-18 23:50:40.888,0,72,0,73,1,0,0,0,PAXGUSDT
2025-05-18 23:50:41.088,0,79,0,79,1,0,0,0,PAXGUSDT
2025-05-18 23:50:41.138,0,58,0,59,1,0,0,0,USDCUSDT
2025-05-18 23:50:41.188,0,40,0,40,1,0,0,0,PAXGUSDT
2025-05-18 23:50:41.295,0,56,0,56,1,0,0,0,PAXGUSDC
2025-05-18 23:50:41.438,0,63,0,63,1,0,0,0,USDCUSDT
2025-05-18 23:50:41.487,0,57,0,58,1,0,0,0,PAXGUSDT
2025-05-18 23:50:41.538,0,54,0,54,1,0,0,0,USDCUSDT
2025-05-18 23:50:41.638,0,65,0,65,1,0,0,0,USDCUSDT
2025-05-18 23:50:41.696,0,44,0,45,1,0,0,0,PAXGUSDC
2025-05-18 23:50:41.787,0,62,0,63,1,0,0,0,PAXGUSDT
2025-05-18 23:50:41.797,0,42,0,42,1,0,0,0,PAXGUSDC
2025-05-18 23:50:41.841,0,61,0,61,1,0,0,0,USDCUSDT
2025-05-18 23:50:41.887,0,62,0,62,1,0,0,0,PAXGUSDT
2025-05-18 23:50:41.937,0,39,0,40,1,0,0,0,USDCUSDT
2025-05-18 23:50:41.988,0,105,0,105,1,0,0,0,PAXGUSDT
2025-05-18 23:50:42.039,0,46,0,47,1,0,0,0,USDCUSDT
2025-05-18 23:50:42.138,0,50,0,50,1,0,0,0,USDCUSDT
2025-05-18 23:50:42.196,0,63,0,63,1,0,0,0,PAXGUSDC
2025-05-18 23:50:42.460,0,46,0,46,1,0,0,0,USDCUSDT
2025-05-18 23:50:42.538,0,49,0,49,1,0,0,0,USDCUSDT
2025-05-18 23:50:42.637,0,21,0,21,1,0,0,0,USDCUSDT
2025-05-18 23:50:42.738,0,65,0,66,1,0,0,0,USDCUSDT
2025-05-18 23:50:42.795,0,49,0,50,1,0,0,0,PAXGUSDC
2025-05-18 23:50:42.838,0,73,0,73,1,0,0,0,USDCUSDT
2025-05-18 23:50:43.185,0,172,0,172,1,0,0,0,PAXGUSDT
2025-05-18 23:50:43.185,0,13,0,13,1,0,0,0,PAXGUSDC
2025-05-18 23:50:43.185,0,12,0,12,1,0,0,0,USDCUSDT
2025-05-18 23:50:43.288,0,80,0,81,1,0,0,0,PAXGUSDT
2025-05-18 23:50:43.438,0,60,0,61,1,0,0,0,USDCUSDT
2025-05-18 23:50:43.487,0,58,0,58,1,0,0,0,PAXGUSDT
2025-05-18 23:50:43.538,0,69,0,69,1,0,0,0,USDCUSDT
2025-05-18 23:50:43.588,0,63,0,63,1,0,0,0,PAXGUSDT
2025-05-18 23:50:43.637,0,33,0,34,1,0,0,0,USDCUSDT
2025-05-18 23:50:43.687,0,33,0,33,1,0,0,0,PAXGUSDT
2025-05-18 23:50:43.738,0,54,0,54,1,0,0,0,USDCUSDT
2025-05-18 23:50:43.791,0,71,0,71,1,0,0,0,PAXGUSDT
2025-05-18 23:50:43.988,0,44,0,44,1,0,0,0,PAXGUSDT
2025-05-18 23:50:44.037,0,53,0,54,1,0,0,0,USDCUSDT
2025-05-18 23:50:44.137,0,50,0,50,1,0,0,0,USDCUSDT
2025-05-18 23:50:44.337,0,45,0,45,1,0,0,0,USDCUSDT
2025-05-18 23:50:44.396,0,43,0,43,1,0,0,0,PAXGUSDC
2025-05-18 23:50:44.496,0,48,0,49,1,0,0,0,PAXGUSDC
2025-05-18 23:50:44.813,0,24,0,25,1,0,0,0,PAXGUSDC
2025-05-18 23:50:45.195,0,67,0,68,1,0,0,0,PAXGUSDC
2025-05-18 23:50:45.238,0,52,0,53,1,0,0,0,USDCUSDT
2025-05-18 23:50:45.296,0,57,0,58,1,0,0,0,PAXGUSDC
2025-05-18 23:50:45.537,0,21,0,21,1,0,0,0,USDCUSDT
2025-05-18 23:50:45.639,0,79,0,80,1,0,0,0,USDCUSDT
2025-05-18 23:50:45.697,0,62,0,63,1,0,0,0,PAXGUSDC
2025-05-18 23:50:45.739,0,37,0,37,1,0,0,0,USDCUSDT
2025-05-18 23:50:45.787,0,68,0,68,1,0,0,0,PAXGUSDT
2025-05-18 23:50:45.798,0,52,0,52,1,0,0,0,PAXGUSDC
2025-05-18 23:50:45.888,0,76,0,77,1,0,0,0,PAXGUSDT
2025-05-18 23:50:45.898,0,24,0,24,1,0,0,0,PAXGUSDC
2025-05-18 23:50:45.948,0,29,0,29,1,0,0,0,USDCUSDT
2025-05-18 23:50:45.995,0,20,0,20,1,0,0,0,PAXGUSDC
2025-05-18 23:50:46.095,0,26,0,27,1,0,0,0,PAXGUSDC
2025-05-18 23:50:46.438,0,60,0,61,1,0,0,0,USDCUSDT
2025-05-18 23:50:46.595,0,59,0,59,1,0,0,0,PAXGUSDC
2025-05-18 23:50:46.638,0,50,0,51,1,0,0,0,USDCUSDT
2025-05-18 23:50:46.687,0,66,0,67,1,0,0,0,PAXGUSDT
2025-05-18 23:50:46.738,0,62,0,62,1,0,0,0,USDCUSDT
2025-05-18 23:50:46.838,0,50,0,51,1,0,0,0,USDCUSDT
2025-05-18 23:50:46.995,0,70,0,70,1,0,0,0,PAXGUSDC
